key,text,tag,file,type,mod,protected_text
GR_MuffaloMammaries.label,human Implant: muffalo mammaries,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,human Implant: muffalo mammaries
GR_MuffaloMammaries.description,"By implanting muffalo mammaries into a colonist... Wait, what??? Who came up with this idea????? Anyway... this implant allows your colonist to be milked... What the...",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"By implanting muffalo mammaries into a colonist... Wait, what??? Who came up with this idea????? Anyway... this implant allows your colonist to be milked... What the..."
GR_MuffaloSkin.label,human Implant: muffalo skin,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,human Implant: muffalo skin
GR_MuffaloSkin.description,"A synthetic skin substitute that is much thicker and a much better insulator than human skin. This provides a measure of defense but, more importantly, makes the subject more resistant to low temperatures.",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"A synthetic skin substitute that is much thicker and a much better insulator than human skin. This provides a measure of defense but, more importantly, makes the subject more resistant to low temperatures."
GR_BoomalopeNodules.label,human Implant: boomalope nodules,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,human Implant: boomalope nodules
GR_BoomalopeNodules.description,"These skin nodules can be integrated in a human's torso, causing a huge explosion if the subjects dies violently.",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"These skin nodules can be integrated in a human's torso, causing a huge explosion if the subjects dies violently."
GR_ChemfuelStomach.label,human Implant: chemfuel stomach,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,human Implant: chemfuel stomach
GR_ChemfuelStomach.description,A reinforced bionic stomach that uses a combination of gastric acid and chemfuel to efficiently digest food.,description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,A reinforced bionic stomach that uses a combination of gastric acid and chemfuel to efficiently digest food.
GR_ChemfuelHeart.label,human Implant: chemfuel heart,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,human Implant: chemfuel heart
GR_ChemfuelHeart.description,A reinforced bionic heart that acts like a miniature 4-stroke internal combustion engine powered by chemfuel to pump blood through the body.,description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,A reinforced bionic heart that acts like a miniature 4-stroke internal combustion engine powered by chemfuel to pump blood through the body.
GR_WolfMuscularFibers.label,human Implant: wolf muscular fibers,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,human Implant: wolf muscular fibers
GR_WolfMuscularFibers.description,"The subjects legs can be modified by weaving hybrid human/wolf muscle fibers within the base tissue, giving them a significant strength and speed boost.",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"The subjects legs can be modified by weaving hybrid human/wolf muscle fibers within the base tissue, giving them a significant strength and speed boost."
GR_DevouringJaws.label,human Implant: devouring jaws,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,human Implant: devouring jaws
GR_DevouringJaws.description,"A set of improved teeth designed to rapidly chew and ingest any kind of food. Leaves kind of a mess, though...",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"A set of improved teeth designed to rapidly chew and ingest any kind of food. Leaves kind of a mess, though..."
GR_NeuronReinforcement.label,human Implant: neuron reinforcement,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,human Implant: neuron reinforcement
GR_NeuronReinforcement.description,"A biochip using animal stem cells to reinforce the natural abilities of human neurons, increasing learning and research speed.",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"A biochip using animal stem cells to reinforce the natural abilities of human neurons, increasing learning and research speed."
GR_MousePheromones.label,human Implant: mouse pheromones,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,human Implant: mouse pheromones
GR_MousePheromones.description,"A bionic vomeronasal organ that allows the subject pheromonal communication with other animals, increasing the chance of taming and training them successfully.",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"A bionic vomeronasal organ that allows the subject pheromonal communication with other animals, increasing the chance of taming and training them successfully."
GR_MoleratNerveDampener.label,human Implant: mole-rat nerve dampener,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,human Implant: mole-rat nerve dampener
GR_MoleratNerveDampener.description,"A biochip that reduces pain sensitivity, allowing the subject to survive pain shock.",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"A biochip that reduces pain sensitivity, allowing the subject to survive pain shock."
GR_BunnyEars.label,human Implant: bunny ear,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,human Implant: bunny ear
GR_BunnyEars.description,"This huge leporid ear gives amazing enhanced hearing. Also, super kawaii!",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"This huge leporid ear gives amazing enhanced hearing. Also, super kawaii!"
GR_InsectoidAntennae.label,human Implant: insectoid antennae,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,human Implant: insectoid antennae
GR_InsectoidAntennae.description,"These hybrid humanoid / insectoid feeling appendages can be implanted in a subject's head, completely modifying the way the subject ""sees"" and feels the surrounding world. The experience may be slightly overwhelming due to sensorial overload.",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"These hybrid humanoid / insectoid feeling appendages can be implanted in a subject's head, completely modifying the way the subject ""sees"" and feels the surrounding world. The experience may be slightly overwhelming due to sensorial overload."
GR_CompoundEye.label,human Implant: compound eye,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,human Implant: compound eye
GR_CompoundEye.description,"This hybrid humanoid / insectoid eye provides improved vision in a wide range of different wavelengths, including those usually outside the human range, completely modifying the way the subject perceives their surroundings.",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"This hybrid humanoid / insectoid eye provides improved vision in a wide range of different wavelengths, including those usually outside the human range, completely modifying the way the subject perceives their surroundings."
GR_CatEye.label,human Implant: cat eye,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,human Implant: cat eye
GR_CatEye.description,"This hybrid humanoid / feline eye provides improved night vision, at the expense of a certain short-sightedness outside and during the day. Ideal for nyctophile colonists.",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"This hybrid humanoid / feline eye provides improved night vision, at the expense of a certain short-sightedness outside and during the day. Ideal for nyctophile colonists."
GR_PsychicDampeners.label,human Implant: psychic dampeners,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,human Implant: psychic dampeners
GR_PsychicDampeners.description,"Artificial hearing aids that block psychic emanations, providing considerable resistance to mechanoids' psychic attacks.",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"Artificial hearing aids that block psychic emanations, providing considerable resistance to mechanoids' psychic attacks."
GR_KidneyToxicFilters.label,human Implant: kidney toxic filters,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,human Implant: kidney toxic filters
GR_KidneyToxicFilters.description,"This is a bioelectronic kidney prosthesis that greatly improves the efficiency of the subject's kidney by using insectoid tissue, providing resistance to toxic substances.",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"This is a bioelectronic kidney prosthesis that greatly improves the efficiency of the subject's kidney by using insectoid tissue, providing resistance to toxic substances."
GR_HumanThrumboHorn.label,human Implant: thrumbo horn,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,human Implant: thrumbo horn
GR_HumanThrumboHorn.description,A genetically modified thrumbo horn that can be implanted in a subject's forehead. Nasty.,description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,A genetically modified thrumbo horn that can be implanted in a subject's forehead. Nasty.
GR_ThrumboSkin.label,human Implant: thrumbo skin,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,human Implant: thrumbo skin
GR_ThrumboSkin.description,A synthetic skin substitute that is much thicker and a much better insulator than human skin. This provides a lot of defense and makes the subject more resistant to extremes of temperature.,description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,A synthetic skin substitute that is much thicker and a much better insulator than human skin. This provides a lot of defense and makes the subject more resistant to extremes of temperature.
GR_VenomousFangs.label,human Implant: venomous fangs,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,human Implant: venomous fangs
GR_VenomousFangs.description,"This hybrid implant substitutes the subject's jaw with a set of venomous fangs. Useful in combat, but not very comfortable.",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"This hybrid implant substitutes the subject's jaw with a set of venomous fangs. Useful in combat, but not very comfortable."
GR_IguanaScales.label,human Implant: iguana scales,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,human Implant: iguana scales
GR_IguanaScales.description,"A synthetic skin substitute that is much thicker and a much better insulator than human skin. This provides a measure of defense but, more importantly, makes the subject more resistant to high temperatures.",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"A synthetic skin substitute that is much thicker and a much better insulator than human skin. This provides a measure of defense but, more importantly, makes the subject more resistant to high temperatures."
GR_EggBomb.label,detonating unstable egg,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,detonating unstable egg
GR_EggBomb.description,This huge egg is filled with unstable chemicals. It is going to explode!,description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,This huge egg is filled with unstable chemicals. It is going to explode!
GR_CompressedChemfuel.label,deepchem,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,deepchem
GR_CompressedChemfuel.description,A very volatile sludge with a tar-like appearance. Can be used defensively or converted to regular chemfuel in a refinery.,description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,A very volatile sludge with a tar-like appearance. Can be used defensively or converted to regular chemfuel in a refinery.
GR_BoosterImmuno.label,immunobooster,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,immunobooster
GR_BoosterImmuno.description,Capsules containing genetic restorative medicine that helps prevent genomes from breaking down prematurely. Effectively helps mitigate the possibility of the hybrid ending in complete failure.,description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,Capsules containing genetic restorative medicine that helps prevent genomes from breaking down prematurely. Effectively helps mitigate the possibility of the hybrid ending in complete failure.
GR_BoosterHarmono.label,harmonobooster,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,harmonobooster
GR_BoosterHarmono.description,Capsules containing genetic stabilizers that help maintain the dominant-recessive genome relationship. Effectively reduces the chance of the hybrid having the opposite intended result.,description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,Capsules containing genetic stabilizers that help maintain the dominant-recessive genome relationship. Effectively reduces the chance of the hybrid having the opposite intended result.
GR_BoosterTempo.label,tempobooster,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,tempobooster
GR_BoosterTempo.description,"Capsules containing growth hormones that help speed up the hybrid’s growth process, halving the time it takes to complete.",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"Capsules containing growth hormones that help speed up the hybrid’s growth process, halving the time it takes to complete."
GR_BoosterFertility.label,fertility unblocker,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,fertility unblocker
GR_BoosterFertility.description,Compressed medicine that allows hybrids to develop functional sexual organs. Effectively allows hybrids to reproduce with the exact same species.\n\nNote: Insectoid hybrids are always incapable of reproducing.,description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,Compressed medicine that allows hybrids to develop functional sexual organs. Effectively allows hybrids to reproduce with the exact same species.(PH_2)(PH_1)Note: Insectoid hybrids are always incapable of reproducing.
GR_StabilizedFertilityUnblocker.label,stabilized fertility unblocker,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,stabilized fertility unblocker
GR_StabilizedFertilityUnblocker.description,"Compressed medicine that allows hybrids to develop functional sexual organs. Effectively allows hybrids to reproduce with the exact same species.\n\nThis booster can't be crafted, only scavenged.\n\nNote: Insectoid hybrids are always incapable of reproducing.",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"Compressed medicine that allows hybrids to develop functional sexual organs. Effectively allows hybrids to reproduce with the exact same species.(PH_4)(PH_3)This booster can't be crafted, only scavenged.(PH_2)(PH_1)Note: Insectoid hybrids are always incapable of reproducing."
GR_BoosterStabilizator.label,stabilizator,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,stabilizator
GR_BoosterStabilizator.description,"Compressed medicine that slows the growth of the specimen, increasing both stability and safety. Effectively increases growth time by 50% in exchange for a vastly increased chance of obtaining the intended result.",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"Compressed medicine that slows the growth of the specimen, increasing both stability and safety. Effectively increases growth time by 50% in exchange for a vastly increased chance of obtaining the intended result."
GR_BoosterController.label,controller,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,controller
GR_BoosterController.description,Self-assembling machinery that fuses with the specimen’s nerve centers during the growth process. Effectively allows hybrids to be drafted but increases the chance of failure due to introduction of invasive foreign material.,description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,Self-assembling machinery that fuses with the specimen’s nerve centers during the growth process. Effectively allows hybrids to be drafted but increases the chance of failure due to introduction of invasive foreign material.
GR_ImprovedController.label,improved controller,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,improved controller
GR_ImprovedController.description,"Self-assembling machinery that fuses with the specimen’s nerve centers during the growth process. Effectively allows hybrids to be drafted.\n\nThis booster can't be crafted, only scavenged.",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"Self-assembling machinery that fuses with the specimen’s nerve centers during the growth process. Effectively allows hybrids to be drafted.(PH_2)(PH_1)This booster can't be crafted, only scavenged."
GR_BoosterImmunoGreater.label,improved immunobooster,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,improved immunobooster
GR_BoosterImmunoGreater.description,"Capsules containing genetic restorative medicine that helps prevent genomes from breaking down prematurely. Greatly helps mitigate the possibility of the hybrid ending in complete failure, at the expense of more processing time.\n\nThis booster can't be crafted, only scavenged.",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"Capsules containing genetic restorative medicine that helps prevent genomes from breaking down prematurely. Greatly helps mitigate the possibility of the hybrid ending in complete failure, at the expense of more processing time.(PH_2)(PH_1)This booster can't be crafted, only scavenged."
GR_BoosterHarmonoGreater.label,improved harmonobooster,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,improved harmonobooster
GR_BoosterHarmonoGreater.description,"Capsules containing genetic stabilizers that help maintain the dominant-recessive genome relationship. Greatly reduces the chance of the hybrid having the opposite intended result, at the expense of more processing time.\n\nThis booster can't be crafted, only scavenged.",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"Capsules containing genetic stabilizers that help maintain the dominant-recessive genome relationship. Greatly reduces the chance of the hybrid having the opposite intended result, at the expense of more processing time.(PH_2)(PH_1)This booster can't be crafted, only scavenged."
GR_MechaniteBooster.label,mechanite booster,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,mechanite booster
GR_MechaniteBooster.description,"This highly sought-after booster will result in an almost perfect hybrid: fertile, draftable and genetically stable.\n\nThis booster can't be crafted, only scavenged.",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"This highly sought-after booster will result in an almost perfect hybrid: fertile, draftable and genetically stable.(PH_2)(PH_1)This booster can't be crafted, only scavenged."
GR_GenoframeUnfinished.label,unfinished genoframe,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,unfinished genoframe
GR_GenoframeUnfinished.description,An unfinished genoframe of some kind.,description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,An unfinished genoframe of some kind.
GR_GenoframeAwful.label,Genoframe (Awful),label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,Genoframe (Awful)
GR_GenoframeAwful.description,"A stable genetic material consumed by the genomorpher machine that serves as a framework for hybrid experimentation. After the framework is used to create a growthcell, the genoframe is empty and discarded.\n\nAwful genoframe will result in a hybrid with greatly decreased stats over a normal hybrid.",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"A stable genetic material consumed by the genomorpher machine that serves as a framework for hybrid experimentation. After the framework is used to create a growthcell, the genoframe is empty and discarded.(PH_2)(PH_1)Awful genoframe will result in a hybrid with greatly decreased stats over a normal hybrid."
GR_GenoframePoor.label,Genoframe (Poor),label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,Genoframe (Poor)
GR_GenoframePoor.description,"A stable genetic material consumed by the genomorpher machine that serves as a framework for hybrid experimentation. After the framework is used to create a growthcell, the genoframe is empty and discarded.\n\nPoor genoframe will result in a hybrid with slightly decreased stats over a normal hybrid.",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"A stable genetic material consumed by the genomorpher machine that serves as a framework for hybrid experimentation. After the framework is used to create a growthcell, the genoframe is empty and discarded.(PH_2)(PH_1)Poor genoframe will result in a hybrid with slightly decreased stats over a normal hybrid."
GR_GenoframeNormal.label,Genoframe (Normal),label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,Genoframe (Normal)
GR_GenoframeNormal.description,"A stable genetic material consumed by the genomorpher machine that serves as a framework for hybrid experimentation. After the framework is used to create a growthcell, the genoframe is empty and discarded.\n\nNormal genoframe will result in a hybrid with baseline stats.",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"A stable genetic material consumed by the genomorpher machine that serves as a framework for hybrid experimentation. After the framework is used to create a growthcell, the genoframe is empty and discarded.(PH_2)(PH_1)Normal genoframe will result in a hybrid with baseline stats."
GR_GenoframeGood.label,Genoframe (Good),label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,Genoframe (Good)
GR_GenoframeGood.description,"A stable genetic material consumed by the genomorpher machine that serves as a framework for hybrid experimentation. After the framework is used to create a growthcell, the genoframe is empty and discarded.\n\nGood genoframe will result in a hybrid with slightly improved stats over a normal hybrid.",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"A stable genetic material consumed by the genomorpher machine that serves as a framework for hybrid experimentation. After the framework is used to create a growthcell, the genoframe is empty and discarded.(PH_2)(PH_1)Good genoframe will result in a hybrid with slightly improved stats over a normal hybrid."
GR_GenoframeExcellent.label,Genoframe (Excellent),label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,Genoframe (Excellent)
GR_GenoframeExcellent.description,"A stable genetic material consumed by the genomorpher machine that serves as a framework for hybrid experimentation. After the framework is used to create a growthcell, the genoframe is empty and discarded.\n\nExcellent genoframe will result in a hybrid with significantly improved stats over a normal hybrid.",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"A stable genetic material consumed by the genomorpher machine that serves as a framework for hybrid experimentation. After the framework is used to create a growthcell, the genoframe is empty and discarded.(PH_2)(PH_1)Excellent genoframe will result in a hybrid with significantly improved stats over a normal hybrid."
GR_GenoframeMasterwork.label,Genoframe (Masterwork),label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,Genoframe (Masterwork)
GR_GenoframeMasterwork.description,"A stable genetic material consumed by the genomorpher machine that serves as a framework for hybrid experimentation. After the framework is used to create a growthcell, the genoframe is empty and discarded.\n\nMasterwork genoframe will result in a hybrid with superior stats over a normal hybrid.",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"A stable genetic material consumed by the genomorpher machine that serves as a framework for hybrid experimentation. After the framework is used to create a growthcell, the genoframe is empty and discarded.(PH_2)(PH_1)Masterwork genoframe will result in a hybrid with superior stats over a normal hybrid."
GR_GenoframeLegendary.label,Genoframe (Legendary),label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,Genoframe (Legendary)
GR_GenoframeLegendary.description,"A stable genetic material consumed by the genomorpher machine that serves as a framework for hybrid experimentation. After the framework is used to create a growthcell, the genoframe is empty and discarded.\n\nLegendary genoframe will result in an incredibly powerful hybrid that’s eclipsing normal creatures.",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"A stable genetic material consumed by the genomorpher machine that serves as a framework for hybrid experimentation. After the framework is used to create a growthcell, the genoframe is empty and discarded.(PH_2)(PH_1)Legendary genoframe will result in an incredibly powerful hybrid that’s eclipsing normal creatures."
GR_GenomeExcavator.label,genome excavator,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,genome excavator
GR_GenomeExcavator.description,"A simplified genome extraction device designed to be usable by even the most simple-minded goon, as such it resembles a caulking gun that works in reverse. The best genetic material can be found in the brain and the automated, single-use design instantly compresses this material into a usable genome.\n\nThe desired subject needs to be docile and trusting of the user who intends on scooping out their brain in a process that is not-quite instantaneous. It is recommended to anesthetize the creature as any sudden movement on their part will interrupt the whole process. Alternatively, it will also work on a dead body...\n\n<color=#E5E54C>Gameplay effect:</color> This excavator can be used to acquire the following genomes:",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"A simplified genome extraction device designed to be usable by even the most simple-minded goon, as such it resembles a caulking gun that works in reverse. The best genetic material can be found in the brain and the automated, single-use design instantly compresses this material into a usable genome.(PH_6)(PH_5)The desired subject needs to be docile and trusting of the user who intends on scooping out their brain in a process that is not-quite instantaneous. It is recommended to anesthetize the creature as any sudden movement on their part will interrupt the whole process. Alternatively, it will also work on a dead body...(PH_4)(PH_3)(PH_2)Gameplay effect:(PH_1) This excavator can be used to acquire the following genomes:"
GR_GenomeExcavator.comps.0.useLabel,Use genome excavator,useLabel,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,Use genome excavator
GR_ArchotechGenomeExcavator.label,archotech genome excavator,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,archotech genome excavator
GR_ArchotechGenomeExcavator.description,"An advanced genome extraction device that is capable of self-arming and self-guiding at the touch of a button. The best genetic material can be found in the brain and the automated design instantly compresses this material into a usable genome. Each device holds up to three charges before it becomes useless.\n\nThe desired subject needs to be docile and trusting of the user who intends on scooping out their brain in a process that is guaranteed to be painless and instantaneous. It is recommended to anesthetize the creature as any sudden movement on their part will interrupt the whole process. Alternatively, it will also work on a dead body... The device is much better at compressing material and as such can be used on even the largest of organisms.\n\n<color=#E5E54C>Gameplay effect:</color> This excavator can be used to acquire the following genomes:",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"An advanced genome extraction device that is capable of self-arming and self-guiding at the touch of a button. The best genetic material can be found in the brain and the automated design instantly compresses this material into a usable genome. Each device holds up to three charges before it becomes useless.(PH_6)(PH_5)The desired subject needs to be docile and trusting of the user who intends on scooping out their brain in a process that is guaranteed to be painless and instantaneous. It is recommended to anesthetize the creature as any sudden movement on their part will interrupt the whole process. Alternatively, it will also work on a dead body... The device is much better at compressing material and as such can be used on even the largest of organisms.(PH_4)(PH_3)(PH_2)Gameplay effect:(PH_1) This excavator can be used to acquire the following genomes:"
GR_ArchotechGenomeExcavator.comps.0.useLabel,Use genome excavator,useLabel,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,Use genome excavator
GR_UrsineGenetic.label,ursine genome,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,ursine genome
GR_UrsineGenetic.description,"A payload of ursine genetic material. Can be used at the genomorpher to create a growth cell of a hybrid animal. This tier 1 genome can be used as either a primary or secondary genome.\n\n<color=#E5E54C>Gameplay effect:</color> All primary ursine hybrids have stunning attacks, and high body size.\n\n<color=#E5E54C>Extraction:</color> Can be extracted via the genome extractor table or any genome excavator from:",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"A payload of ursine genetic material. Can be used at the genomorpher to create a growth cell of a hybrid animal. This tier 1 genome can be used as either a primary or secondary genome.(PH_8)(PH_7)(PH_6)Gameplay effect:(PH_5) All primary ursine hybrids have stunning attacks, and high body size.(PH_4)(PH_3)(PH_2)Extraction:(PH_1) Can be extracted via the genome extractor table or any genome excavator from:"
GR_AvianGenetic.label,avian genome,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,avian genome
GR_AvianGenetic.description,A payload of avian genetic material. Can be used at the genomorpher to create a growth cell of a hybrid animal. This tier 1 genome can be used as either a primary or secondary genome.\n\n<color=#E5E54C>Gameplay effect:</color> All primary avian hybrids lay eggs. Combat avian hybrids get increased movement speed.\n\n<color=#E5E54C>Extraction:</color> Can be extracted via the genome extractor table or any genome excavator from:,description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,A payload of avian genetic material. Can be used at the genomorpher to create a growth cell of a hybrid animal. This tier 1 genome can be used as either a primary or secondary genome.(PH_8)(PH_7)(PH_6)Gameplay effect:(PH_5) All primary avian hybrids lay eggs. Combat avian hybrids get increased movement speed.(PH_4)(PH_3)(PH_2)Extraction:(PH_1) Can be extracted via the genome extractor table or any genome excavator from:
GR_BoomalopeGenetic.label,boom genome,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,boom genome
GR_BoomalopeGenetic.description,"A payload of boom genetic material. Can be used at the genomorpher to create a growth cell of a hybrid animal. This tier 1 genome can be used as either a primary or secondary genome.\n\n<color=#E5E54C>Gameplay effect:</color> All boom hybrids explode on death. Farm hybrids produce chemfuel, while combat hybrids can use exploding abilities.\n\n<color=#E5E54C>Extraction:</color> Can be extracted via the genome extractor table or any genome excavator from:",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"A payload of boom genetic material. Can be used at the genomorpher to create a growth cell of a hybrid animal. This tier 1 genome can be used as either a primary or secondary genome.(PH_8)(PH_7)(PH_6)Gameplay effect:(PH_5) All boom hybrids explode on death. Farm hybrids produce chemfuel, while combat hybrids can use exploding abilities.(PH_4)(PH_3)(PH_2)Extraction:(PH_1) Can be extracted via the genome extractor table or any genome excavator from:"
GR_MuffaloGenetic.label,muffalo genome,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,muffalo genome
GR_MuffaloGenetic.description,"A payload of muffalo genetic material. Can be used at the genomorpher to create a growth cell of a hybrid animal. This tier 1 genome can be used as either a primary or secondary genome.\n\n<color=#E5E54C>Gameplay effect:</color> All muffalo hybrid animals are pack animals, with primary muffalo hybrids getting 50% increased capacity caravaning. All muffalo hybrids have an increase to minimum comfortable temperature.\n\n<color=#E5E54C>Extraction:</color> Can be extracted via the genome extractor table or any genome excavator from:",description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,"A payload of muffalo genetic material. Can be used at the genomorpher to create a growth cell of a hybrid animal. This tier 1 genome can be used as either a primary or secondary genome.(PH_8)(PH_7)(PH_6)Gameplay effect:(PH_5) All muffalo hybrid animals are pack animals, with primary muffalo hybrids getting 50% increased capacity caravaning. All muffalo hybrids have an increase to minimum comfortable temperature.(PH_4)(PH_3)(PH_2)Extraction:(PH_1) Can be extracted via the genome extractor table or any genome excavator from:"
GR_CanineGenetic.label,canine genome,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,canine genome
GR_CanineGenetic.description,A payload of canine genetic material. Can be used at the genomorpher to create a growth cell of a hybrid animal. This tier 1 genome can be used as either a primary or secondary genome.\n\n<color=#E5E54C>Gameplay effect:</color> All primary canine hybrids have the adrenaline rush ability. All canine hybrids have fast attack speed.\n\n<color=#E5E54C>Extraction:</color> Can be extracted via the genome extractor table or any genome excavator from:,description,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,A payload of canine genetic material. Can be used at the genomorpher to create a growth cell of a hybrid animal. This tier 1 genome can be used as either a primary or secondary genome.(PH_8)(PH_7)(PH_6)Gameplay effect:(PH_5) All primary canine hybrids have the adrenaline rush ability. All canine hybrids have fast attack speed.(PH_4)(PH_3)(PH_2)Extraction:(PH_1) Can be extracted via the genome extractor table or any genome excavator from:
GR_RodentGenetic.label,rodent/leporid genome,label,ThingDef/ThingDef.xml,def,Vanilla Genetics Expanded,rodent/leporid genome
